AMA-01.WAV|AND TODAY CAL STATE EASY BAY PROFESSOR OF COMMUNICATION AND POLITICAL EXPERT NOLAN HIGDON SPOKE WITH US LIVE ABOUT HOW THIS LATEST INDICTMENT COULD AFFECT TRUMP'S CHANCES IN TWO THOUSAND TWENTY FOUR.
AMA-02.WAV|AS NEWS OF THE INDICTMENT BROKE THIS AFTERNOON YOU COULD WATCH IT LIVE WE USE THE ABC SEVEN NEWS APP TO SEND OUT THIS NOTIFICATION TO LIVE.
AMA-03.WAV|INVESTIGATORS ARE WORKING TO DETERMINE THE CAUSE OF A FOUR ALARM FIRE IN SAN FRANCISCO'S HAYES VALLEY THE FIRE SPARKED AROUND SIX THIS MORNING ON OAK AND OCTAVIA STREETS FOUR NEARBY BUILDINGS WERE DAMAGED THE HEAT CRACKED NEIGHBORING WINDOWS THE BUILDING SUPPOSED TO BE A MIXED USE MARKET RATE HOUSING PROJECT WAS UNDER CONSTRUCTION.
AMA-04.WAV|NEIGHBORS TOLD US THEY SEE HOMELESS PEOPLE GO INSIDE AS START FIRES BEFORE TWO MONTHS AGO THE PRESIDENT OF THE HAYES VALLEY NEIGHBORHOOD ASSOCIATION WROTE A LETTER TO THE CITY ABOUT THE NUMBER OF FIRES SURROUNDING TENT CAMPS ON OCTAVIA STREET.
AMA-05.WAV|IN SAN FRANCISCO FAMILIES LIVING IN RV'S PARKED CLOSE TO LAKE MERCED WILL SOON FACE PARKING RESTRICTIONS.
AMA-06.WAV|CVS PLANS TO LAYOFF 5000 EMPLOYEES THE DRUGSTORE CHAIN SAYS IT'S TRYING TO CUT COSTS THE LAYOFFS WILL NOT AFFECT CUSTOMER FACING EMPLOYEES THEY WILL MOSTLY AFFECT PEOPLE IN CORPORATE ROLES LAID OFF WORKERS WILL RECEIVE SEVERANCE PAY AND BENEFITS AND SERVICES TO FIND ANOTHER JOB REGAL CINEMAS THE WORLD'S SECOND LARGEST THEATER CHAIN IS OUT OF BANKRUPTCY IT'S PARENT COMPANY CINEWORLD SAYS IT HAS CUT FOUR AND A HALF BILLION DOLLARS OF DEBT RAISED 800 MILLION IN NEW EQUITY CAPITAL AND SECURED FINANCING FOR ONE POINT SEVEN ONE BILLION DOLLARS THE CHAIN FILED FOR BANKRUPTCY LAST SEPTEMBER AND CLOSED DOZENS OF THEATERS INCLUDING ONE IN BERKELY THE PANDEMIC WAS TOUGH ON MOVIE THEATERS BUT BLOCKBUSTER HITS THIS SUMMER LIKE BARBIE AND OPPENHEIMER HELPED TURN THINGS AROUND.
AMA-07.WAV|THE NASDAQ WENT DOWN SIXTY TWO THE S AND P LOST TWELVE POINTS BUT THAT INDEX IS UP 21 PERCENT SO FAR THIS YEAR THAT'S THE LARGEST GAIN IN JULY IN A QUARTER OF A CENTURY HELP IS AVAILABLE RIGHT NOW FOR PEOPLE IN THE BAY AREA WHO ARE OVERDUE PAYING THEIR TOLLS IT'S THROUGH FASTRAK WHICH IS THE SYSTEM THAT CHARGES DRIVERS WHO CROSS THE TOLL BRIDGE OR USE ANY OF THE EXPRESS LANES AND RIGHT NOW YOU ARE LOOKING LIVE AT SOME OF OUR BRIDGES THE RICHMOND SAN RAFAEL BRIDGE BAY BRIDGE SAN MATEO BRIDGE THR BRIDGE ON THE RIGHT HAS THE MOST TRAFFIC NOW 	THIS PROGRAM IN PARTICULAR IS GEARED TOWARD LOW-INCOME FAMILIES. PEOPLE CAN FIND OUT IF THEY QUALIFY BY CALLING FASTRAK SERVICE AND THEN APPLYING ONLINE FOR ASSISTANCE HERE'S HOW IT WORKS.
AMA-08.WAV|THAT WAS DISCUSSED BY CONGRESSMAN ROW KAHNA AT ONE OF THE WORLD'S LARGEST SEMI CONDUCTOR PRODUCERS IN SUNNYVALE TODAY ABC SEVEN NEWS SOUTH BAY REPORTER ZACH FUENTES WAS THERE.
AMA-09.WAV|A FEDERAL INVESTIGATION INTO TESLA'S POWER STEERING IS NOW UNDERWAY AFTER DOZENS OF COMPLAINTS FROM DRIVERS	TWO HUNDRED EQIGHTY THOUSAND VEHICLES ARE COVERED BY THE INVESTIGATION CAR OWNERS COMPLAIN OF LOSING POWER STEERING AND STEERING CONTROL IN TWO THOUSAND TWENTY THREE TESLA MODEL 3 SEDANS AND MODEL Y SUVS THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION SAYS THERE IS ONE REPORT OF A CRASH BUT NO INJURIES FROM THIS ISSUE. FEDERAL SAFETY REGULATORS PLAN TO LOOK INTO MANUFACTURING SEVERITY AND HOW THE ISSUE OCCURS IN THE INVESTIGATION.
AMA-10.WAV|DOWNTOWN OAKLAND JUST SUFFERED A ONE-TWO REAL ESTATE PUNCH A DEVELOPER PAUSED PLANS TO BUILD A THIRTY NINE STORY OFFICE AND RETAIL TOWER IN ADDITION OUR MEDIA PARTNERS THE EAST BAY TIMES REPORT THE SYNDICATE BUILDING A HISTORIC DOWNTOWN OAKLAND OFFICE TOWER HAS BEEN RETURNED TO ITS LENDER ABC7 NEWS INSIDER PHIL MATIER SAYS IT'S A BIG BLOW TO OAKLAND.
AMA-11.WAV|PHIL SAYS THE PROBLEM IS NOT UNIQUE TO OAKLAND AND SAN FRANCISCO EVEN SMALLER CITIES LIKE SAN RAMON ARE EXPERIENCING HIGH VACANCY RATES FOR COMMERCIAL REAL ESTATE.
AMA-12.WAV|ACTOR ZENDAYA TODAY POSTED A MESSAGE REMEMBERING HER COSTAR AND FELLOW OAKLAND NATIVE ANGUS CLOUD CLOUD'S FAMILY ANNOUNCED HIS DEATH YESTERDAY HIS FAMILY SAID HE STRUGGLED WITH THE DEATH OF HIS FATHER WHICH HAPPENED JUST LAST WEEK AND SUFFERED FROM MENTAL HEALTH ISSUES ZENDAYA AND CLOUD CO-STARRED IN THE HBO DRAMA SERIES EUPHORIA AND BOTH ATTENDED OAKLAND SCHOOL FOR THE ARTS ZENDAY WROTE ON INSTAGRAM QUOTE I KNOW PEOPLE USE THIS EXPRESSION OFTEN WHEN TALKING ABOUT FOLKS THEY LOVE THEY COULD LIGHT UP ANY ROOM THEY ENTERED BUT BOY LET ME TELL YOU HE WAS THE BEST AT IT I’D LIKE TO REMEMBER HIM THAT WAY CLOUD WAS 25 YEARS OLD WE HAVE PUT TOGETHER A WHOLE LIST OF RESOURCES FOR ANYONE DEALING WITH LOSS, GRIEF OR MENTAL HEALTH ISSUES YOU CAN FIND LOCAL RESOURCES BY GOING TO ABC7 NEWS DOT COM SLASH TAKE ACTION AND IF YOU NEED IT THE SUICIDE AND CRISIS LIFELINE CAN BE REACHED BY DIALING NINE EIGHT EIGHT.
